ap11_6,ap02_2004,ap24_No_no_fui_al_jardín,ldesemp_Satisfactorio,lat,ap11_2,lon,ldesemp_Básico,Nro_Encuestados,ap23_Blanco,Nivel_Ed_Madre_Terciario_universitario_posgrado_completo,ap24_Sí_desde_sala_de_3_o_antes,ap02_2006,ap12_5,mdesemp_Básico,ap03_Femenino,ldesemp_Por_debajo_del_nivel_básico,ap03_Masculino,Nivel_Ed_Madre_Secundaria_completo,mdesemp_Satisfactorio,ap23_Sí_recibí_dinero_por_todas_ellas,ap24_Sí_desde_sala_de_5,ap11_3,ap12_Vivo_solo,ap25a_Sí_dos_o_más_veces,ambito_binario,Nivel_Ed_Padre_Primaria_completo,ap27_De_5_a_14_faltas,Nivel_Ed_Padre_Terciario_universitario_posgrado_completo,ap14_No,Nivel_Ed_Padre_Secundaria_completo,ap12_4,ap25a_No,sector_binario,ap11_4,ap12_6,ap24_Sí_desde_sala_de_4,ap11_5,ap12_2,ap12_3,ap12_7,ap14_Sí,ldesemp_Avanzado,ap27_Menos_de_5_faltas,ap25a_Sí_una_vez,mdesemp_Avanzado,Nivel_Ed_Madre_Primaria_completo,mdesemp_Por_debajo_del_nivel_básico,ap02_2005,ap11_1
20.301151,173.5445197,25.9794475,308.436591242392,-34.5743996,141.87996865,-58.42275,99.09786413160728,459.62902765,346.32554265,90.1846818,338.59449815,0.0,86.71982845,162.70257643272762,230.40248645,91.8143798607004,238.99886275,112.7205327,185.51567215413547,144.04138735,33.38250375,132.0827402,6.7616598,5.9349561,1.0,21.31981295,176.7313461,58.7175899,446.3574765,102.5311085,147.32871565,469.76896965,1.0,97.4555766,27.37198435,105.7897832,43.07515905,53.0319883,143.37799155,6.63572175,17.6031455,88.50476008015858,102.7060978,22.76367525,56.4190743322274,19.0166922,171.76335897985345,205.9438173,49.3947271
156.9994198,271.3030963,4.67266355,529.7701378529108,-34.5743996,125.1528108,-58.42275,156.64054786603387,748.66921765,907.40573125,194.3573946,956.86920105,2.39958655,247.80010505,220.32804864229263,406.9443895,193.1995858899701,294.58309625000004,180.4278018,522.4046872318971,104.34556975,19.3548453,295.45213925,1.75301425,3.363237,1.0,19.65096635,528.0288995999999,100.11867625,989.14785675,205.86073585,396.64056995,1082.672715,0.0,309.0172666,78.92379355,118.8464145,191.62251055,109.4079128,241.7101316,21.8758482,10.4262058,263.0519789600565,169.918045,19.1306549,299.5582371524152,13.0658761,106.08990878571332,450.35729095,22.9057352
44.6577455,159.00225584999998,30.77808735,303.9880305097756,-34.5901061,153.0027283,-58.4668129,124.50998373746737,518.1538254,378.5856834,88.720279,365.1858902,15.99259135,134.1318245,202.5459235522465,157.1214889,219.1139655761248,341.5003997,181.4934268,267.4489719374351,185.636176,57.1272368,213.18662765,18.5894017,2.5193895,1.0,53.40074545,240.30589765,64.28016205,535.9689913,181.6425979,180.81814845,576.9493281,1.0,98.1859174,53.08987385,181.78380735,47.8523142,63.9935844,136.89909899999998,18.91781895,30.532732950000003,52.92591069972861,172.7188377,40.5562667,76.93783874853,46.14763655,145.62173165026493,222.9505645,60.3662368
56.688774,82.6627882,3.0300572,306.35670191295964,-34.5901061,88.97560490000001,-58.4668129,102.73504951926974,274.25414735,411.67069525,107.61268445,483.06824915,0.0,95.8404509,141.06093874210063,120.67348445,94.6333608693939,130.5974384,138.1485298,253.6782149988868,83.64189189999999,11.98435385,189.30139535,0.52848245,0.80857415,1.0,14.9511866,287.73815465,55.95853975,538.3955422500001,136.41623829999995,225.7286423,572.7601889,0.0,157.88416425,27.40901615,84.0207313,75.8731723,59.1856887,163.5197225,2.81579285,4.4327229500000005,105.79864067767136,50.6701844,7.088804400000001,121.51405538599668,9.4776297,76.76272797149336,183.4970245,7.958078949999999
42.7025934,131.7658877,13.77582495,244.5200351746354,-34.5840542,100.72153925,-58.3933653,117.4199753962474,407.195477,325.91997260000005,45.50458725,314.5947705,3.15253995,106.6068109,111.50791358612732,220.1609004,67.3810484202088,181.2859398,99.48326375,134.78185576218775,100.43200035,36.93777075,137.7095114,5.50895785,2.32180345,1.0,45.2962416,195.7185709,48.6329451,434.91501705,113.90917265,134.7915271,457.9370028,1.0,79.76207364999999,28.03410425,91.5526038,38.68601015,52.16137015,114.1624125,9.0138367,0.0,75.22184064906011,114.90358795,15.28242275,151.94108010844585,35.3205647,115.55233675541491,189.00862475,54.7345393
96.58839245,183.9339323,1.67185665,383.9408082474588,-34.5840542,90.82073905,-58.3933653,110.13718986288842,466.69246025000007,549.61719665,97.07067685,604.05799885,0.0,162.80938265,176.29243571484486,226.9324388,77.94471487471557,209.21110565,141.10453185,323.8203447737857,92.1869394,15.828785,174.63012045,2.75679405,0.0,1.0,16.31344555,361.6638933,52.9356505,658.8582220000001,100.05083365,219.98610245,712.42844775,0.0,206.92197085,60.51403055,101.0696453,127.0581768,77.36312625,162.10683875,26.4253703,12.39367915,178.9375890554356,82.24027175,12.584134,153.0737071408126,16.5874499,91.82203263720142,261.9347445,20.1408892
84.61837865,303.57909555000003,23.81162045,628.7484894497519,-34.6143544,329.53547815,-58.4022847,345.367413127332,918.4717257,824.0130122,145.4615841,600.96003835,0.0,223.1395592,443.8317309364377,452.83287965,247.44424797296404,480.0620688,322.5970775,326.6592830404712,310.5621752,126.13443695,304.12080975000003,21.38412895,0.0,1.0,150.40878005000002,470.6657845,61.5995158,1029.1977825,287.31316135,306.18853,1070.5625205,1.0,191.68932695,146.14201095,394.8643303,76.9952303,81.63358345,241.0780011,44.021626600000005,28.1190488,113.54796946628665,250.12820785,88.46805499999999,69.72549248509944,115.2617219,428.6277498226853,410.1078666,146.36249930000002
100.7330288,215.006019,5.6815156,475.8145947815861,-34.6143544,159.8912301,-58.4022847,131.72955734443002,641.37736645,734.8363878499999,155.2751683,740.7200929,5.8349259,181.64130325,194.1855601413461,375.2960139000001,153.1303159186068,228.83543665,220.87786665,442.7236986195324,102.88575075,23.1527676,278.2539166,5.20923935,0.0,1.0,28.4212874,399.788963,99.17179535,858.9860205499999,200.68905745,307.1814618,905.2100484,0.0,216.45438235,75.88189080000001,137.41052575,140.81351945,65.87861015,231.95765375,33.76131775,12.53888565,209.56907235192585,198.6826389,19.55732695,213.53237486068707,16.2125045,123.06198224848993,399.51731825,19.273905300000003
81.4950546,230.08060725,55.7975821,482.59818895144656,-34.6400973,296.5548399,-58.3903128,247.37550586337343,775.8328894000001,620.0927709499999,93.62494115,460.7611308,3.8276587,220.6515641,347.33595152892576,376.9898963,277.47694837602535,369.31979325,254.0378567,291.57329135323687,298.79775900000004,120.30064905,260.253069,31.34969635,16.99704105,1.0,106.7496397,359.63474075,48.9078413,835.20732375,201.9324887,219.6008061,860.4626594,1.0,118.42861175,91.84164665,300.57246150000003,54.13796525,81.4590551,158.72180250000002,79.84510015000001,33.8602699,89.63010270394348,326.65469675,95.2940857,10.5096608337053,126.75642255,447.2153081370636,288.61869925,114.54354775
74.0415589,164.2741815,5.1795306,378.8323872192789,-34.6400973,164.249186,-58.3903128,141.19133767215166,422.42492285,565.2863479499999,147.35868495,520.8939376000001,0.0,172.16422565,217.0258751197859,287.47788955,131.58574329978123,115.28463415,230.7790188,315.4815758360454,96.56648615,19.36360425,225.96361115,1.73280045,0.0,1.0,48.00870075,334.06097805,77.0263542,672.4213546999999,211.3773807,267.17465985,706.3956311,0.0,151.26545240000002,49.41651525,186.08392485,69.15146229999999,52.61957615,142.12013815,19.49196235,14.52887385,119.7643151715986,74.445516,27.8834757,48.729951680993416,33.8493642,161.0659253170594,230.5544572,28.35216855
43.17553815,126.62893145,32.08502405,316.1352903021727,-34.619089,222.02556535,-58.4205138,163.84966496213752,493.7000148,435.46506625,61.81347434999999,308.7347438,17.2029653,129.6729704,238.5458941114067,214.73568390000003,172.30387817061475,282.2459451,173.6327434,207.57793456267308,165.49710175,95.59942475,190.17976005000003,6.6706462,7.2797503,1.0,52.11941935,177.5390492,31.78327995,516.9964083,158.6720492,199.30402405,553.94447825,1.0,48.3711467,45.85173775,184.259821,19.8639453,56.6518878,112.21498895,25.443368,40.56110825,41.219226120666896,147.7762873,45.385069,16.93627610301636,47.84194895,199.04388311263,184.1440163,77.00363229999999
127.27348595,316.73198085,14.216693,616.7000348478044,-34.619089,176.0084764,-58.4205138,217.339231089953,877.7967594500001,910.70745745,226.31349105,1042.3879865,1.31008795,207.94614845,220.23893746638527,430.8993147,162.7902419943036,395.1006152,257.0868924,559.9261280843704,161.8525212,16.54219145,429.6988854,4.998556499999999,0.96370335,1.0,19.14625165,550.4235462,161.4632546,1099.1809825,277.69570325,555.77519955,1198.5941994999998,0.0,310.4671927,68.82092180000001,135.70142465,146.01470875,113.87590595,259.2561992,6.3643631,13.05560685,281.7808747287462,320.5557547,13.03978945,384.136572976817,15.6117532,128.92143317926153,532.9823757500001,30.6777111
53.8128284,254.86299585,23.06178895,451.80563448611,-34.6168717,202.33824795,-58.443448,191.4438384392256,765.9261149,673.6509525,116.8147784,539.7814949,6.69950345,154.16756335,298.49896901705097,389.0213538,273.8175171449221,358.9083879,237.13184225,317.39523042863857,204.3804623,83.17853045,281.65896805,9.24854625,3.5552982,1.0,56.6839102,296.92964014999995,75.374655,792.55767195,214.40007065,272.374783,838.261718,1.0,180.79123785,75.21051059999999,234.5368907,77.22386415,85.01552305,220.673696,38.30270895,25.75397765,137.02849591030076,210.6951017,63.914072,107.000384905645,71.9230521,268.17608342554007,304.44323710000003,92.97651615
117.24754665,196.6143662,6.7167745,527.5037250749448,-34.6168717,183.68156045,-58.443448,145.92064195353197,577.77077535,880.3579319,176.88885190000002,846.3906599,0.0,196.1573818,223.2915503748193,295.9401469,223.7816903802917,248.65358705,234.3991987,508.5203251529342,78.60868715,26.4210399,330.007829,1.3242723,4.5537785,1.0,22.15994,534.32386575,114.37091825,977.28760605,222.4614852,448.9432013,1044.8750405,0.0,258.19945245,49.4801558,187.52373695,141.23773245,95.5478078,242.335329,12.1659444,7.461554449999999,204.28434808737933,144.7899448,24.387611,168.9922318871842,19.37274515,204.90748116143223,351.48627725,26.5482292
69.98932625,190.57905515,68.01391335,356.5410571631562,-34.6352518,221.62136585,-58.4483868,212.7358367587099,595.27048725,460.6350441,77.23546765,284.5399768,0.0,143.892634,262.0259496965343,310.1261958,161.06129630088202,243.3209393,191.6358924,211.1317855938449,195.9620416,108.75011305,165.95605875,4.05403905,1.09937035,1.0,47.4743626,249.9047038,34.972568800000005,581.8502207,199.67381615,172.39646185,603.9741883,1.0,141.98408404999998,75.24856009999999,207.09333615,35.016319800000005,66.63455865,109.0320703,56.37313745,55.51414445,48.7692624046479,178.0851081,80.7076491,23.257702194347832,64.9721735,307.672717566592,235.4643348,38.8130826
82.0205548,211.88485595,4.45954135,445.4690038128789,-34.6352518,144.68308094999998,-58.4483868,111.5260494278866,513.2431546500001,642.80861805,173.68043395,634.07759075,0.68090385,163.46009645,218.0901601863012,297.96582615,168.74271715403893,184.5805319,205.28802585,415.4239197418833,110.03785425,36.2867198,249.81852475,3.2669029500000004,1.2315960499999998,1.0,14.24079285,390.98426735,79.95206715,744.0685980999999,221.2588883,328.6269213,802.0233690499999,0.0,214.5174757,60.28043459999999,138.16276885000002,92.8754071,49.20983845,171.63095115,23.2442902,10.2857849,151.1245702371512,109.9540338,21.61195465,108.12703771948384,14.10680305,130.30243259444,272.4525516,16.25199145
60.35417235,230.1740162,66.47284289999999,349.5864023820911,-34.6783338,168.90707014999998,-58.4679368,302.6951184236809,658.4884581,550.73458485,40.60132445,314.07001155,6.4988294,239.3989943,335.00331429658775,392.8649543,283.9093807200653,238.61878345,158.42716405,201.50577977951903,235.5343839,136.59061194999998,301.9703768,0.0,1.25389885,1.0,85.6658848,339.2839896,18.17303975,741.4356942,148.1040125,159.37430255,751.42385805,1.0,145.47220729999998,110.9583609,297.93030375,98.91067195,55.56672825,100.79311965,70.75371630000001,39.44236205,30.35262118855123,224.5508787,72.8070329,28.197828021531546,139.7694373,352.1079913860653,253.5962768,43.66309
66.51441460000001,158.25252845,4.303623399999999,366.1920788205822,-34.6783338,123.23996485,-58.4679368,125.67544319314491,469.76613700000007,493.27433135,118.8390216,435.402442,0.0,110.7542301,164.4435889176856,248.87144085,104.73119345477002,200.03597765,181.2876057,370.4542111758298,108.97329755,29.8861735,232.0854169,2.0469084,4.6294779,1.0,47.77287375,280.4729834,63.2835832,558.2915013500001,176.81065315,246.12049585,627.7821047499999,0.0,121.76725395,58.6211224,183.3310871,69.82905894999999,50.94619925,138.04273215,17.6708129,13.31040845,110.29563582515206,83.99472685,29.66632735,58.819808399728,46.9633702,126.8880174886797,280.54560215000004,5.8877583
75.5584664,309.01724175000004,29.2466141,476.9738366650867,-34.65363,189.9920088,-58.4968016,232.5554231259389,867.5398998999999,600.5361261,89.47769994999999,400.77187285,5.659409849999999,220.403031,306.19542510537656,311.51585975,278.24523869698913,543.71796775,263.3761023,468.56037253711975,285.06236920000003,126.664986,275.8137964,1.9633333,6.9819491,1.0,76.9791631,289.22044815000004,51.01190695,775.8532592,271.7582521,244.95709125,865.9425926,1.0,168.0287036,81.65305534999999,316.458505,86.78747055,65.365785,143.04500845,69.89450735,16.68325885,79.16907443254433,286.0019199,42.1831059,70.64602883784995,99.5576071,296.37137863629755,334.60054055,64.22593284999999
121.8302705,205.7550555,9.94588665,646.0973427031729,-34.65363,216.3234132,-58.4968016,215.30670804123744,657.0200520000001,878.903071,253.51924,899.78503755,1.0939784,201.7048813,323.78861505678435,328.511987,175.92480756621768,294.728715,390.18322255,560.9292766987983,195.5155647,26.09809935,397.04408295,3.0430334,2.0910895,1.0,41.73928835,553.5539590000001,141.61862795000002,1075.9810985,364.799687,480.8934849,1170.203281,0.0,247.2266152,64.0130369,245.4795468,128.7585288,90.14718695,282.6059914,21.68999665,13.9206439,182.33792418922204,167.00502865,15.01836525,112.15395884166028,26.0250389,226.89574135822,427.91036465,26.15900705
3.565871,13.9379649,6.1110124500000005,30.747088639071297,-35.4324152,17.87907885,-60.171624,17.518167842039432,64.67034985000001,45.00574665,8.01213885,46.89880625,0.88039685,15.4275891,13.33827532597214,38.21300975,15.651854240673917,25.57694325,19.20022555,19.876908084494296,26.5878999,6.26399105,29.8746905,1.05551725,0.0,0.0,13.78140885,30.4249541,5.3488065,69.81071105000001,20.9331362,15.96148565,71.59364654999999,1.0,6.26399105,7.1665297,11.63245665,8.9647558,3.75495965,25.29334035,0.0,0.0,7.705926436837734,29.48499715,0.0,1.656409007041191,17.1197947,36.69614823608464,47.7409536,2.1110345
8.15231055,80.72174340000001,0.98999815,139.04690148808092,-35.4324152,62.4683275,-60.171624,47.95709711765152,221.39640435,166.30882965,45.6332597,199.8545886,0.0,28.6210538,99.6700827907232,115.5333601,36.83943911295989,105.86304425,51.23216325,43.874158640272185,70.4772729,6.51180175,93.22419485,0.0,0.0,1.0,24.44865585,112.26630125,15.0396939,207.96305495,53.4793554,77.56913155000001,236.56637985,1.0,46.1358894,25.1167491,30.77246235,22.28269065,31.9934211,65.99230155000001,6.3586235,10.0030275,17.651678163198746,68.0529928,4.6159664000000005,3.755085593428905,38.1616833,93.57570734362896,136.3227915,4.5226896
6.557167,27.9398249,0.0,38.84478109372282,-35.4324152,27.3479715,-60.171624,25.43712249275886,100.5637543,79.20298645,32.46650395,89.91544329999999,1.7785835,24.3296442,40.45329287258649,56.177407650000006,27.736126734405804,43.38634665,26.56212815,24.55757250537152,20.36076785,1.0,28.76419135,1.12198665,1.93486375,1.0,8.77029765,51.59824205,9.7772765,97.7851708,36.49219715,28.761338,91.4736007,0.0,16.90754445,0.0,9.648311,17.2546803,10.16738005,33.06141875,2.0,0.0,8.545723979112516,12.50936765,4.5450768,1.015797615763918,4.93486375,34.537091306278064,61.30855495,0.0
1.61626085,15.9755602,6.81403635,23.564865136849868,-35.4439161,15.3172908,-60.8845839,22.84207692267218,56.2445972,34.57309935,3.9084678,23.739315,0.5,11.22250415,13.015576682088026,45.71500975,8.717945479856612,10.52958745,11.4547921,8.582769040727296,21.2053458,4.2707327500000005,11.52812345,0.0,2.42704275,0.0,10.93767145,17.04431735,3.9084678,50.8241298,13.5399827,20.61029665,51.8981482,1.0,14.95242995,4.292206950000001,22.7389315,8.61887895,5.1977755000000005,12.27448285,3.9657495,3.77073275,5.22531168539826,19.51754045,4.8540855,0.0,15.7388384,36.31512332181363,26.5698449,4.8540855
31.4174141,145.53789825,6.563416849999999,163.19327349714013,-35.4439161,111.9317832,-60.8845839,110.89526925816176,402.0992379,268.47491590000004,85.5605134,282.4676002,0.0,104.4544208,117.26074879330244,226.588205,98.2457648429321,168.1526751,107.07934835,77.32480042902202,120.62051175,20.9205285,139.34946465000002,3.17004265,1.9918576,1.0,78.2806963,208.8741033,33.75517735,368.04799925,102.35422155,125.27641235,379.51147345,1.0,71.4410967,39.4779153,90.4613709,32.4004162,30.7607338,83.36661190000001,9.0852769,3.7758092,35.783753042139686,39.9181591,24.4704252,12.233052118795651,62.0533914,199.52249944098284,207.0282504,11.0519568
107.9847242,35.667230149999995,0.0,167.22891705090208,-35.4439161,27.21083725,-60.8845839,58.56132951059667,184.1002139,313.76060945,111.1583282,305.0622427,0.0,78.23087939999999,71.00508321437235,110.6057621,97.43222027347,67.6802921,90.50810785,154.3104207106211,55.4752672,16.29254345,98.75842725,0.0,0.0,1.0,7.5713039,148.9580393,42.52558295,350.62706319999995,121.89638155,122.555981,384.6081475,0.0,78.2386443,9.59981165,60.3462815,68.62986255,39.5404138,113.7143205,13.39543725,0.0,59.65790903653311,7.5713039,0.0,76.90548846333891,0.0,84.08132818926887,148.43298375,0.0
4.0,7.8853664,0.0,7.606853455251788,-34.8799401,3.3853664,-58.010536,2.057025889496422,17.270732799999998,7.5,2.0,13.3853664,0.0,3.0,3.283727190093677,7.0,6.578340510503577,10.2707328,2.3853664,3.892101243568234,9.7707328,2.3853664,5.8853664000000006,0.0,0.0,0.0,2.0,11.8853664,0.5,15.7707328,0.0,4.7707328,15.8853664,1.0,1.0,2.0,1.5,2.0,2.0,5.5,0.0,1.0,1.028512944748211,3.0,1.3853664,0.9730253108920583,1.0,9.121879055446028,8.385366399999999,1.0
4.3359157,54.75003345,0.0,47.40660042716346,-34.8799401,39.61574855,-58.010536,37.86998920809427,125.56177085,75.12017515,20.36573245,94.62799515,0.0,25.9849055,47.35040496710593,47.3242287,46.66664960799159,75.72573605,37.4379516,30.64997508058499,48.40591045,3.86498515,61.3942997,0.0,0.0,1.0,28.43715875,48.294465200000005,8.15945065,114.665776,31.5561255,36.35090435,118.1494689,1.0,16.450432,5.008892599999999,32.728267450000004,7.655845149999999,10.22182245,42.9565764,8.0445152,2.9302064,3.842497415488522,45.7495007,9.78159895,0.0,25.4750745,57.39858252501543,53.7877701,4.28081275
0.0,20.47388245,6.027919799999999,14.241991344926406,-38.032432,15.176905949999998,-60.0994208,8.421467197269857,44.74794465,29.737989,7.250001,28.94596465,0.0,5.8775758,12.785731725911443,24.27627165,20.76344270637165,19.1344714,18.3612628,8.125090164010068,10.43435785,4.575597800000001,17.8535186,0.0,0.0,0.0,14.500002,25.4443135,4.0116048,38.8891846,6.589703350000001,20.358762050000003,44.74794465,1.0,6.368713700000001,4.575597800000001,5.1984624,0.0,1.3372016,8.587202600000001,4.0116048,0.0,1.3210434014320849,9.3604112,0.0,0.0,5.9127994,23.83712276007849,22.25995665,0.0
0.0,27.8822172,1.6199006,21.4062914079847,-38.032432,23.9160355,-60.0994208,32.72189739557012,71.0051594,46.8543867,11.73027615,60.84310155,0.0,20.4081945,17.74225650917905,18.5612006,20.457298348414906,56.2881725,27.1455297,17.484902333103054,25.11815,3.7870925,38.38056605,0.0,0.0,1.0,8.5859949,46.37115885,0.0,61.4517872,22.02869005,17.876851600000002,72.1389373,1.0,9.67593515,5.7536728,2.95488505,0.0,2.95488505,13.6259758,11.35295695,3.66452955,0.0,17.623983199999998,0.0,4.11106910353441,7.8763504,35.7780005577179,26.90504615,0.0
